,0,1
0,VERB,have
0,VERB,been
0,VERB,described
0,.,.
0,NOUN,Materials
0,CONJ,and
0,NOUN,methods
0,NOUN,samples
0,.,.
0,NOUN,Serum
0,NOUN,samples
0,VERB,were
0,VERB,obtained
0,ADP,from
0,ADJ,normal
0,NOUN,group
0,NOUN,A
0,.,","
0,NOUN,group
0,NOUN,B
0,CONJ,and
0,NOUN,group
0,NOUN,O
0,NOUN,donors
0,.,.
0,NUM,Three
0,ADP,of
0,DET,the
0,ADJ,anti-Rh
0,NOUN,sera
0,VERB,used
0,VERB,were
0,VERB,taken
0,ADP,from
0,ADV,recently
0,VERB,sensitized
0,NOUN,individuals
0,.,.
0,NUM,One
0,VERB,contained
0,ADJ,complete
0,NOUN,antibody
0,CONJ,and
0,VERB,had
0,DET,a
0,NOUN,titer
0,ADP,of
0,NUM,1
0,ADP,:
0,NUM,512
0,ADP,in
0,NOUN,saline
0,.,.
0,DET,The
0,ADJ,second
0,VERB,contained
0,ADJ,incomplete
0,NOUN,antibody
0,CONJ,and
0,VERB,showed
0,NOUN,titers
0,ADP,of
0,NUM,1
0,ADP,:
0,NUM,256
0,ADP,in
0,NOUN,albumin
0,CONJ,and
0,NUM,1
0,ADP,:
0,NUM,2048
0,ADP,by
0,DET,the
0,ADJ,indirect
0,NOUN,Coombs
0,NOUN,test
0,.,.
0,DET,The
0,ADJ,third
0,.,","
0,VERB,containing
0,DET,the
0,VERB,mixed
0,NOUN,type
0,ADP,of
0,ADJ,complete
0,CONJ,and
0,ADJ,incomplete
0,NOUN,antibodies
0,.,","
0,VERB,had
0,NOUN,titers
0,ADP,of
0,NUM,1
0,ADP,:
0,NUM,256
0,ADP,in
0,NOUN,saline
0,.,","
0,NUM,1
0,ADP,:
0,NUM,512
0,ADP,in
0,NOUN,albumin
0,CONJ,and
0,NUM,1
0,ADP,:
0,NUM,1024
0,ADP,by
0,DET,the
0,ADJ,indirect
0,NOUN,Coombs
0,NOUN,test
0,.,.
0,ADP,In
0,NOUN,addition
0,NUM,one
0,NOUN,serum
0,VERB,was
0,VERB,obtained
0,ADP,from
0,DET,a
0,NOUN,donor
0,.,(
0,NOUN,R.
0,NOUN,E.
0,.,)
0,PRON,who
0,VERB,had
0,VERB,been
0,VERB,sensitized
0,NUM,6
0,NOUN,years
0,ADV,previously
0,.,.
0,DET,This
0,NOUN,serum
0,VERB,exhibited
0,NOUN,titers
0,ADP,of
0,NUM,1
0,ADP,:
0,NUM,16
0,ADP,in
0,NOUN,albumin
0,CONJ,and
0,NUM,1
0,ADP,:
0,NUM,256
0,ADP,by
0,DET,the
0,ADJ,indirect
0,NOUN,Coombs
0,NOUN,test
0,.,.
0,DET,These
0,NOUN,antibody
0,NOUN,titers
0,VERB,were
0,VERB,determined
0,ADP,by
0,NOUN,reaction
0,ADP,with
0,ADJ,homozygous
0,NOUN,Af
0,ADJ,red
0,NOUN,cells
0,.,.
0,ADJ,Serological
0,NOUN,technique
0,.,.
0,ADJ,Anti-A
0,CONJ,and
0,ADJ,anti-B
0,NOUN,activities
0,VERB,were
0,VERB,determined
0,ADP,in
0,NOUN,fractions
0,ADP,from
0,DET,the
0,NOUN,sera
0,ADP,of
0,NOUN,group
0,NOUN,A
0,.,","
0,NOUN,group
0,NOUN,B
0,CONJ,or
0,NOUN,group
0,NOUN,O
0,NOUN,donors
0,ADP,by
0,DET,the
0,VERB,following
0,NOUN,tube
0,NOUN,agglutination
0,NOUN,methods
0,.,.
0,NUM,One
0,NOUN,drop
0,ADP,of
0,DET,each
0,NOUN,sample
0,VERB,was
0,VERB,added
0,ADP,to
0,NUM,one
0,NOUN,drop
0,ADP,of
0,DET,a
0,NOUN,2%
0,NOUN,suspension
0,ADP,of
0,NOUN,group
0,NOUN,Af
0,CONJ,or
0,NOUN,group
0,NOUN,B
0,ADJ,red
0,NOUN,cells
0,ADP,in
0,DET,a
0,ADJ,small
0,NOUN,Af
0,NOUN,test
0,NOUN,tube
0,.,.
0,ADP,In
0,ADJ,several
0,NOUN,instances
0,VERB,group
0,NOUN,O
0,NOUN,cells
0,VERB,were
0,ADV,also
0,VERB,used
0,ADP,as
0,NOUN,controls
0,.,.
0,DET,The
0,ADJ,red
0,NOUN,cells
0,VERB,were
0,VERB,used
0,ADP,within
0,NUM,2
0,NOUN,days
0,ADP,after
0,NOUN,donation
0,CONJ,and
0,VERB,were
0,VERB,washed
0,ADP,with
0,ADJ,large
0,VERB,amounts
0,ADP,of
0,NOUN,saline
0,ADP,before
0,NOUN,use
0,.,.
0,DET,The
0,NOUN,mixtures
0,ADP,of
0,NOUN,sample
0,ADP,plus
0,NOUN,cell
0,NOUN,suspension
0,VERB,were
0,VERB,allowed
0,PRT,to
0,VERB,stand
0,ADP,at
0,NOUN,room
0,NOUN,temperature
0,ADP,for
0,NUM,1
0,NOUN,Aj
0,.,.
0,DET,The
0,NOUN,tubes
0,VERB,were
0,ADV,then
0,VERB,centrifuged
0,ADP,at
0,NUM,1000
0,NOUN,rpm
0,ADP,for
0,NUM,1
0,NOUN,min
0,CONJ,and
0,VERB,examined
0,ADV,macroscopically
0,ADP,for
0,NOUN,agglutination
0,.,.
0,ADP,For
0,DET,the
0,NOUN,albumin
0,NOUN,method
0,.,","
0,ADJ,equal
0,NOUN,volumes
0,ADP,of
0,NOUN,30%
0,NOUN,bovine
0,NOUN,albumin
0,.,","
0,NOUN,sample
0,CONJ,and
0,NOUN,2%
0,NOUN,cells
0,VERB,suspended
0,ADP,in
0,NOUN,saline
0,VERB,were
0,VERB,allowed
0,PRT,to
0,VERB,stand
0,ADP,at
0,NOUN,room
0,NOUN,temperature
0,ADP,for
0,NUM,1
0,NOUN,hr
0,CONJ,and
0,ADV,then
0,VERB,were
0,VERB,centrifuged
0,ADP,at
0,NUM,1000
0,NOUN,rpm
0,ADP,for
0,NUM,1
0,NOUN,Aj
0,.,.
0,PRT,All
0,NOUN,samples
0,VERB,were
0,VERB,tested
0,ADP,by
0,DET,both
0,DET,the
0,NOUN,saline
0,CONJ,and
0,NOUN,albumin
0,NOUN,methods
0,.,.
0,DET,The
0,NOUN,activities
0,ADP,of
0,NOUN,fractions
0,ADP,of
0,NOUN,sera
0,VERB,containing
0,NOUN,Rh
0,NOUN,antibodies
0,VERB,were
0,VERB,tested
0,ADP,by
0,DET,the
0,NOUN,saline
0,.,","
0,NOUN,albumin
0,CONJ,and
0,ADJ,indirect
0,NOUN,Coombs
0,NOUN,techniques
0,.,.
0,ADJ,Homozygous
0,CONJ,and
0,ADJ,heterozygous
0,NOUN,Af
0,NOUN,cells
0,.,","
0,NOUN,Af
0,CONJ,and
0,ADJ,homozygous
0,CONJ,and
0,ADJ,heterozygous
0,NOUN,Af
0,NOUN,cells
0,VERB,were
0,VERB,used
0,PRT,to
0,VERB,test
0,DET,each
0,NOUN,sample
0,.,;
0,.,;
0,ADV,however
0,.,","
0,ADP,in
0,DET,the
0,NOUN,interest
0,ADP,of
0,NOUN,clarity
0,CONJ,and
0,NOUN,conciseness
0,ADV,only
0,DET,the
0,NOUN,results
0,VERB,obtained
0,ADP,with
0,ADJ,homozygous
0,NOUN,Af
0,CONJ,and
0,ADJ,homozygous
0,NOUN,Af
0,NOUN,cells
0,VERB,will
0,VERB,be
0,VERB,presented
0,ADV,here
0,.,.
0,DET,The
0,NOUN,saline
0,CONJ,and
0,NOUN,albumin
0,NOUN,tests
0,VERB,were
0,VERB,performed
0,ADP,as
0,VERB,described
0,ADP,for
0,DET,the
0,NOUN,ABO
0,NOUN,samples
0,ADP,except
0,ADP,that
0,DET,the
0,NOUN,mixture
0,VERB,was
0,VERB,incubated
0,ADP,for
0,NUM,1
0,NOUN,hr
0,ADP,at
0,NOUN,37-degrees-C
0,ADP,before
0,NOUN,centrifugation
0,.,.
0,DET,The
0,NOUN,saline
0,NOUN,tubes
0,VERB,were
0,VERB,saved
0,CONJ,and
0,VERB,used
0,ADP,for
0,DET,the
0,ADJ,indirect
0,NOUN,Coombs
0,NOUN,test
0,ADP,in
0,DET,the
0,VERB,following
0,NOUN,manner
0,.,.
0,DET,The
0,NOUN,cells
0,VERB,were
0,VERB,washed
0,NUM,three
0,NOUN,times
0,ADP,with
0,NOUN,saline
0,.,","
0,ADJ,anti-human
0,NOUN,serum
0,VERB,was
0,VERB,added
0,.,","
0,DET,the
0,NOUN,cells
0,VERB,were
0,VERB,resuspended
0,.,","
0,CONJ,and
0,DET,the
0,NOUN,mixture
0,VERB,was
0,VERB,centrifuged
0,ADP,at
0,NUM,1000
0,NOUN,rpm
0,ADP,for
0,NUM,1
0,NOUN,min
0,CONJ,and
0,VERB,examined
0,ADP,for
0,NOUN,agglutination
0,.,.
0,DET,The
0,ADJ,anti-human
0,NOUN,sera
0,VERB,used
0,VERB,were
0,VERB,prepared
0,ADP,by
0,VERB,injecting
0,ADJ,whole
0,ADJ,human
0,NOUN,serum
0,ADP,into
0,NOUN,rabbits
0,.,.
0,DET,Those
0,NOUN,antisera
0,VERB,shown
0,ADP,by
0,NOUN,immunoelectrophoresis
0,PRT,to
0,VERB,be
0,ADP,of
0,DET,the
0,.,``
0,ADJ,broad
0,NOUN,spectrum
0,.,''
0,NOUN,type
0,VERB,were
0,VERB,selected
0,ADP,for
0,NOUN,use
0,ADP,in
0,DET,the
0,ADJ,present
0,NOUN,study
0,.,.
0,DET,The
0,ADJ,red
0,NOUN,cells
0,ADP,for
0,DET,the
0,NOUN,Rh
0,NOUN,antibody
0,NOUN,tests
0,VERB,were
0,VERB,used
0,ADP,within
0,NUM,3
0,NOUN,days
0,ADP,after
0,VERB,drawing
0,ADP,except
0,ADP,for
0,DET,the
0,NOUN,Af
0,NOUN,cells
0,.,","
0,DET,which
0,VERB,had
0,VERB,been
0,VERB,glycerolized
0,CONJ,and
0,VERB,stored
0,ADP,at
0,NOUN,-20-degrees-C
0,ADP,for
0,ADV,approximately
0,NUM,1
0,NOUN,year
0,.,.
0,DET,These
0,NOUN,cells
0,VERB,were
0,VERB,thawed
0,ADP,at
0,NOUN,37-degrees-C
0,ADP,for
0,NUM,30
0,NOUN,min
0,CONJ,and
0,VERB,were
0,VERB,deglycerolized
0,ADP,by
0,ADV,alternately
0,VERB,centrifuging
0,CONJ,and
0,VERB,mixing
0,ADP,with
0,VERB,descending
0,NOUN,concentrations
0,ADP,of
0,NOUN,glycerol
0,NOUN,solutions
0,.,(
0,NUM,20
0,.,","
0,NUM,18
0,.,","
0,NUM,10
0,.,","
0,NUM,8
0,.,","
0,NUM,4
0,CONJ,and
0,NOUN,2%
0,.,)
0,.,.
0,DET,The
0,NOUN,cells
0,VERB,were
0,ADV,then
0,VERB,washed
0,NUM,three
0,NOUN,times
0,ADP,with
0,NOUN,saline
0,CONJ,and
0,VERB,resuspended
0,ADP,to
0,NOUN,2%
0,ADP,in
0,NOUN,saline
0,.,.
0,NOUN,Chromatography
0,.,.
0,NOUN,Blood
0,NOUN,samples
0,VERB,were
0,VERB,allowed
0,PRT,to
0,VERB,clot
0,ADP,at
0,NOUN,room
0,NOUN,temperature
0,ADP,for
0,NUM,3
0,NOUN,hr
0,.,","
0,VERB,centrifuged
0,CONJ,and
0,DET,the
0,NOUN,serum
0,VERB,was
0,VERB,removed
0,.,.
0,DET,The
0,NOUN,serum
0,VERB,was
0,VERB,measured
0,ADV,volumetrically
0,CONJ,and
0,ADV,subsequently
0,VERB,dialyzed
0,ADP,in
0,DET,the
0,ADJ,cold
0,ADP,for
0,ADP,at
0,ADJ,least
0,NUM,24
0,NOUN,hr
0,ADP,against
0,NUM,three
0,ADP,to
0,NUM,four
0,NOUN,changes
0,.,","
0,ADV,approximately
0,NUM,750
0,NOUN,ml
0,DET,each
0,.,","
0,ADP,of
0,.,``
0,VERB,starting
0,NOUN,buffer
0,.,''
0,.,.
0,DET,This
0,NOUN,buffer
0,.,","
0,NOUN,pH
0,NUM,8.6
0,.,","
0,VERB,was
0,NUM,0.005
0,NOUN,M
0,ADP,in
0,NOUN,Af
0,CONJ,and
0,NUM,0.039
0,NOUN,M
0,ADP,in
0,NOUN,tris(hydroxymethyl)-aminometha
0,.,(
0,NOUN,Tris
0,.,)
0,.,.
0,ADP,After
0,NOUN,dialysis
0,DET,the
0,NOUN,sample
0,VERB,was
0,VERB,centrifuged
0,CONJ,and
0,DET,the
0,NOUN,supernatant
0,VERB,placed
0,ADP,on
0,DET,a
0,NOUN,Af
0,NOUN,cm
0,NOUN,column
0,ADP,of
0,NOUN,EEAE-cellulose
0,VERB,equilibrated
0,ADP,with
0,VERB,starting
0,NOUN,buffer
0,.,.
0,DET,The
0,NOUN,DEAE-cellulose
0,.,","
0,VERB,containing
0,NUM,0.78
0,NOUN,mEq
0,ADP,of
0,NOUN,Ng
0,.,","
0,VERB,was
0,VERB,prepared
0,ADP,in
0,DET,our
0,NOUN,laboratory
0,ADP,by
0,DET,the
0,NOUN,method
0,ADP,of
0,NOUN,Peterson
0,CONJ,and
0,NOUN,Sober
0,.,(
0,NUM,7
0,.,)
0,ADP,from
0,VERB,powdered
0,NOUN,cellulose
0,.,","
0,NUM,100
0,ADP,-
0,NUM,230
0,NOUN,mesh
0,.,.
0,DET,The
0,ADJ,small
0,NOUN,amount
0,ADP,of
0,ADJ,insoluble
0,NOUN,material
0,DET,which
0,VERB,precipitated
0,ADP,during
0,NOUN,dialysis
0,VERB,was
0,VERB,suspended
0,ADP,in
0,ADV,approximately
0,NUM,5
0,NOUN,ml
0,ADP,of
0,VERB,starting
0,NOUN,buffer
0,.,","
0,VERB,centrifuged
0,.,","
0,VERB,resuspended
0,ADP,in
0,NUM,2.5
0,NOUN,ml
0,ADP,of
0,ADJ,isotonic
0,NOUN,saline
0,CONJ,and
0,VERB,tested
0,ADP,for
0,NOUN,antibody
0,NOUN,activity
0,.,.
0,DET,The
0,NOUN,chromatography
0,VERB,was
0,VERB,done
0,ADP,at
0,NOUN,6-degrees-C
0,VERB,using
0,NOUN,gradient
0,NOUN,elution
0,.,","
0,ADV,essentially
0,ADP,according
0,ADP,to
0,NOUN,Sober
0,CONJ,and
0,NOUN,Peterson
0,.,.
0,DET,The
0,ADJ,deep
0,ADJ,concave
0,NOUN,gradient
0,VERB,employed
0,.,(
0,NOUN,fig.
0,NUM,2
0,.,)
0,VERB,was
0,VERB,obtained
0,ADP,with
0,DET,a
0,ADJ,nine-chambered
0,NOUN,gradient
0,NOUN,elution
0,NOUN,device
0,.,(
0,.,``
0,NOUN,Varigrad
0,.,''
0,.,","
0,NOUN,reference
0,.,(
0,NUM,8
0,.,)
0,.,)
0,CONJ,and
0,VERB,has
0,VERB,been
0,VERB,described
0,ADV,elsewhere
0,.,.
0,DET,The
0,ADJ,other
0,.,","
0,DET,a
0,ADJ,shallow
0,ADJ,concave
0,NOUN,gradient
0,.,(
0,NOUN,Fig.
0,NUM,1
0,.,)
0,.,","
0,VERB,was
0,VERB,produced
0,ADP,with
0,DET,a
0,ADJ,so-called
0,.,``
0,NOUN,cone-sphere
0,.,''
0,NOUN,apparatus
0,.,","
0,DET,the
0,.,``
0,NOUN,cone
0,.,''
0,VERB,being
0,DET,a
0,ADJ,2-liter
0,NOUN,Erlenmeyer
0,NOUN,flask
0,CONJ,and
0,DET,the
0,.,``
0,NOUN,sphere
0,.,","
0,.,''
0,DET,a
0,ADJ,2-liter
0,NOUN,round-bottom
0,NOUN,flask
0,.,.
0,DET,Each
0,ADV,initially
0,VERB,contained
0,NUM,1700
0,NOUN,ml
0,ADP,of
0,NOUN,buffer
0,.,;
0,.,;
0,ADP,in
0,DET,the
0,NOUN,sphere
0,VERB,was
0,VERB,starting
0,NOUN,buffer
0,CONJ,and
0,ADP,in
0,DET,the
0,NOUN,cone
0,VERB,was
0,ADJ,final
0,NOUN,buffer
0,.,","
0,NUM,0.50
0,NOUN,M
0,ADP,in
0,DET,both
0,NOUN,Af
0,CONJ,and
0,NOUN,Tris
0,.,","
0,NOUN,pH
0,NUM,4.1
0,.,.
0,DET,A
0,NOUN,flow
0,NOUN,rate
0,ADP,of
0,NUM,72
0,NOUN,Af
0,VERB,was
0,VERB,used
0,CONJ,and
0,NUM,12
0,NOUN,ml
0,NOUN,fractions
0,VERB,were
0,VERB,collected
0,.,.
0,ADV,Approximately
0,NUM,165
0,NOUN,fractions
0,VERB,were
0,VERB,obtained
0,ADP,from
0,DET,each
0,NOUN,column
0,.,.
0,DET,These
0,VERB,were
0,VERB,read
0,ADP,at
0,NUM,280
0,NOUN,m**ym
0,ADP,in
0,DET,a
0,NOUN,Beckman
0,NOUN,model
0,NOUN,DU
0,NOUN,spectrophotometer
0,CONJ,and
0,VERB,tested
0,ADP,for
0,NOUN,antibody
0,NOUN,activity
0,ADP,as
0,VERB,described
0,ADV,above
0,.,.
0,NOUN,Paper
0,NOUN,electrophoresis
0,.,.
0,ADP,For
0,NOUN,protein
0,NOUN,identification
0,.,","
0,NOUN,fractions
0,ADP,from
0,DET,the
0,NOUN,column
0,VERB,were
0,VERB,concentrated
0,ADP,by
0,NOUN,pervaporation
0,ADP,against
0,DET,a
0,NOUN,stream
0,ADP,of
0,NOUN,air
0,ADP,at
0,NOUN,5-degrees-C
0,CONJ,or
0,ADP,by
0,ADJ,negative
0,NOUN,pressure
0,NOUN,dialysis
0,ADP,in
0,DET,an
0,NOUN,apparatus
0,DET,which
0,VERB,permitted
0,ADJ,simultaneous
0,NOUN,concentration
0,ADP,of
0,DET,the
0,NOUN,protein
0,CONJ,and
0,NOUN,dialysis
0,ADP,against
0,ADJ,isotonic
0,NOUN,saline
0,.,.
0,ADP,During
0,DET,the
0,ADJ,latter
0,NOUN,procedure
0,DET,the
0,NOUN,temperature
0,VERB,was
0,VERB,maintained
0,ADP,at
0,NOUN,2-degrees-C
0,ADP,by
0,VERB,surrounding
0,DET,the
0,NOUN,apparatus
0,ADP,with
0,NOUN,ice
0,.,.
0,ADP,Because
0,ADJ,negative
0,NOUN,pressure
0,NOUN,dialysis
0,VERB,gave
0,ADJ,better
0,NOUN,recovery
0,ADP,of
0,NOUN,proteins
0,.,","
0,VERB,permitted
0,NOUN,detection
0,ADP,of
0,NOUN,proteins
0,VERB,concentrated
0,ADP,from
0,ADV,very
0,ADJ,dilute
0,NOUN,solutions
0,CONJ,and
0,VERB,was
0,DET,a
0,ADJ,gentler
0,NOUN,procedure
0,.,","
0,PRON,it
0,VERB,was
0,VERB,used
0,ADP,in
0,PRT,all
0,ADP,but
0,DET,the
0,ADJ,earliest
0,NOUN,experiments
0,.,.
0,NOUN,Paper
0,NOUN,electrophoresis
0,VERB,was
0,VERB,carried
0,PRT,out
0,ADP,on
0,DET,the
0,VERB,concentrated
0,NOUN,samples
0,ADP,in
0,DET,a
0,NOUN,Spinco
0,NOUN,model
0,NOUN,R
0,NOUN,cell
0,VERB,using
0,NOUN,barbital
0,NOUN,buffer
0,.,","
0,NOUN,pH
0,NUM,8.6
0,.,","
0,ADJ,ionic
0,NOUN,strength
0,NUM,0.075
0,.,","
0,ADP,at
0,NOUN,room
0,NOUN,temperature
0,ADP,on
0,NOUN,Whatman
0,NOUN,3MM
0,NOUN,filter
0,NOUN,paper
0,.,.
0,NUM,Five
0,NOUN,milliamperescell
0,VERB,were
0,VERB,applied
0,ADP,for
0,NUM,18
0,NOUN,hr
0,.,","
0,ADP,after
0,DET,which
0,DET,the
0,NOUN,strips
0,VERB,were
0,VERB,stained
0,ADP,with
0,NOUN,bromphenol
0,NOUN,blue
0,CONJ,and
0,NOUN,densitometry
0,VERB,was
0,VERB,carried
0,PRT,out
0,VERB,using
0,DET,a
0,NOUN,Spinco
0,NOUN,Analytrol
0,.,.
0,ADV,When
0,NOUN,paper
0,NOUN,electrophoresis
0,VERB,was
0,PRT,to
0,VERB,be
0,VERB,used
0,ADP,for
0,NOUN,preparation
0,.,","
0,NUM,eight
0,NOUN,strips
0,ADP,of
0,DET,a
0,ADJ,whole
0,NOUN,serum
0,NOUN,sample
0,CONJ,or
0,DET,a
0,ADJ,chromatographic
0,NOUN,fraction
0,VERB,concentrated
0,ADP,by
0,ADJ,negative
0,NOUN,pressure
0,NOUN,dialysis
0,VERB,were
0,VERB,runchamber
0,ADP,under
0,DET,the
0,NOUN,conditions
0,VERB,described
0,ADV,above
0,.,.
0,ADP,At
0,DET,the
0,NOUN,end
0,ADP,of
0,DET,the
0,NOUN,run
0,.,","
0,DET,the
0,NOUN,strips
0,ADP,in
0,DET,the
0,ADJ,third
0,CONJ,and
0,ADJ,sixth
0,NOUN,positions
0,ADP,in
0,DET,each
0,NOUN,chamber
0,VERB,were
0,VERB,dried
0,.,","
0,VERB,stained
0,ADP,for
0,NUM,1
0,NOUN,hr
0,.,","
0,VERB,washed
0,CONJ,and
0,VERB,dried
0,.,","
0,ADP,while
0,DET,the
0,ADJ,other
0,NOUN,strips
0,VERB,were
0,VERB,maintained
0,ADP,in
0,DET,a
0,ADJ,horizontal
0,NOUN,position
0,ADP,at
0,NOUN,1-degree-C
0,.,.
0,DET,The
0,ADJ,unstained
0,NOUN,strips
0,VERB,were
0,ADV,then
0,VERB,marked
0,.,","
0,VERB,using
0,DET,the
0,VERB,stained
0,NOUN,ones
0,ADP,as
0,DET,a
0,NOUN,guide
0,.,","
0,CONJ,and
0,VERB,cut
0,ADV,transversely
0,ADP,so
0,ADP,as
0,PRT,to
0,VERB,separate
0,DET,the
0,ADJ,various
0,NOUN,protein
0,NOUN,bands
0,.,.
0,DET,The
0,NOUN,strip
0,NOUN,sections
0,VERB,containing
0,DET,a
0,VERB,given
0,NOUN,protein
0,VERB,were
0,VERB,pooled
0,.,","
0,VERB,eluted
0,ADP,with
0,NUM,0.5
0,NOUN,ml
0,ADP,of
0,ADJ,isotonic
0,NOUN,saline
0,.,","
0,CONJ,and
0,DET,the
0,NOUN,eluates
0,VERB,were
0,VERB,tested
0,ADP,for
0,NOUN,antibody
0,NOUN,activity
0,.,.
0,NOUN,Ultracentrifugation
0,.,.
0,NOUN,Fractions
0,ADP,from
0,DET,the
0,NOUN,column
0,DET,which
0,VERB,were
0,PRT,to
0,VERB,be
0,VERB,subjected
0,ADP,to
0,ADJ,analytical
0,NOUN,ultracentrifugation
0,VERB,were
0,VERB,concentrated
0,ADP,by
0,ADJ,negative
0,NOUN,pressure
0,NOUN,dialysis
0,CONJ,and
0,VERB,dialyzed
0,ADP,for
0,NUM,16
0,NOUN,hr
0,ADP,in
0,DET,the
0,NOUN,cold
0,ADP,against
0,ADP,at
0,ADJ,least
0,NUM,500
0,NOUN,volumes
0,ADP,of
0,ADJ,phosphate-buffered
0,NOUN,saline
0,.,","
0,NOUN,pH
0,NUM,7.2
0,.,","
0,ADJ,ionic
0,NOUN,strength
0,NUM,0.154
0,.,.
0,PRON,They
0,VERB,were
0,ADV,then
0,VERB,centrifuged
0,ADP,at
0,NUM,"59,780"
0,NOUN,Pm
0,ADP,for
0,NUM,35
0,ADP,to
0,NUM,80
0,NOUN,min
0,ADP,at
0,NOUN,20-degrees-C
0,ADP,in
0,DET,a
0,NOUN,Spinco
0,NOUN,model
0,NOUN,E
0,NOUN,ultracentrifuge
0,ADP,at
0,DET,a
0,NOUN,protein
0,NOUN,concentration
0,ADP,of
0,NUM,1.00
0,ADP,to
0,NOUN,1.25%
0,.,.
0,NOUN,Sedimentation
0,NOUN,coefficients
0,VERB,were
0,VERB,computed
0,ADP,as
0,NOUN,Af
0,NOUN,values
0,CONJ,and
0,ADJ,relative
0,NOUN,amounts
0,ADP,of
0,DET,the
0,ADJ,various
0,NOUN,components
0,VERB,were
0,VERB,calculated
0,ADP,from
0,DET,the
0,NOUN,Schlieren
0,NOUN,patterns
0,.,.
0,ADP,For
0,ADJ,preparative
0,NOUN,ultracentrifugation
0,.,","
0,NOUN,fractions
0,ADP,from
0,DET,the
0,NOUN,column
0,VERB,were
0,VERB,concentrated
0,ADP,by
0,ADJ,negative
0,NOUN,pressure
0,NOUN,dialysis
0,ADP,to
0,NOUN,volumes
0,ADP,of
0,NUM,1
0,NOUN,ml
0,CONJ,or
0,ADJ,less
0,.,","
0,VERB,transferred
0,ADP,to
0,NOUN,cellulose
0,NOUN,tubes
0,CONJ,and
0,VERB,diluted
0,ADP,to
0,NUM,12
0,NOUN,ml
0,ADP,with
0,ADJ,isotonic
0,NOUN,saline
0,.,.
0,NOUN,Ultracentrifugation
0,VERB,was
0,ADV,then
0,VERB,carried
0,PRT,out
0,ADP,in
0,DET,a
0,NOUN,Spinco
0,NOUN,model
0,NOUN,L
0,NOUN,ultracentrifuge
0,ADP,at
0,NUM,"40,000"
0,NOUN,rpm
0,ADP,for
0,NUM,125
0,ADP,to
0,NUM,150
0,NOUN,min
0,.,","
0,NOUN,refrigeration
0,VERB,being
0,VERB,used
0,ADP,throughout
0,DET,the
0,NOUN,run
0,.,.
0,ADJ,Successive
0,NOUN,1-ml
0,NOUN,fractions
0,VERB,were
0,ADV,then
0,VERB,drawn
0,PRT,off
0,ADP,with
0,DET,a
0,ADJ,hypodermic
0,NOUN,syringe
0,.,","
0,VERB,starting
0,ADP,at
0,DET,the
0,NOUN,top
0,ADP,of
0,DET,the
0,NOUN,tube
0,.,","
0,CONJ,and
0,VERB,tested
0,ADP,for
0,NOUN,agglutinin
0,NOUN,activity
0,.,.
0,ADJ,Other
0,NOUN,methods
0,VERB,will
0,VERB,be
0,VERB,described
0,ADV,below
0,.,.
0,ADJ,Experimental
0,CONJ,and
0,NOUN,results
0,DET,The
0,ADJ,insoluble
0,NOUN,material
0,DET,which
0,VERB,precipitated
0,ADP,during
0,NOUN,dialysis
0,ADP,against
0,VERB,starting
0,NOUN,buffer
0,ADV,always
0,VERB,showed
0,ADJ,intense
0,NOUN,agglutinin
0,NOUN,activity
0,.,","
0,ADV,regardless
0,ADP,of
0,DET,the
0,NOUN,blood
0,NOUN,group
0,ADP,of
0,DET,the
0,NOUN,donor
0,.,.
0,ADP,With
0,DET,either
0,ADP,of
0,DET,the
0,NOUN,gradients
0,VERB,described
0,.,","
0,NOUN,chromatography
0,ADP,on
0,NOUN,DEAE-cellulose
0,VERB,separated
0,NOUN,agglutinins
0,ADP,of
0,DET,the
0,NOUN,ABO
0,NOUN,series
0,ADP,into
0,ADP,at
0,ADJ,least
0,NUM,three
0,NOUN,regions
0,.,(
0,NOUN,Figs.
0,NUM,1
0,CONJ,and
0,NUM,2
0,.,)
0,.,:
0,NUM,one
0,ADP,of
0,ADV,extremely
0,ADJ,low
0,ADJ,anionic
0,NOUN,binding
0,NOUN,capacity
0,.,","
0,NUM,one
0,ADP,of
0,ADJ,low
0,ADJ,anionic
0,NOUN,binding
0,NOUN,capacity
0,CONJ,and
0,NUM,one
0,ADP,of
0,ADJ,high
0,ADJ,anionic
0,NOUN,binding
0,NOUN,capacity
0,.,.
0,DET,These
0,VERB,have
0,VERB,been
0,VERB,labeled
0,NOUN,Regions
0,NUM,1
0,.,","
0,NUM,2
0,.,","
0,CONJ,and
0,NUM,4
0,.,","
0,ADV,respectively
0,.,","
0,ADP,in
0,NOUN,Fig.
0,NUM,1
0,.,.
0,ADV,When
0,DET,the
0,ADJ,early
0,NOUN,part
0,ADP,of
0,DET,the
0,NOUN,gradient
0,VERB,was
0,VERB,flattened
0,.,","
0,CONJ,either
0,ADP,by
0,VERB,using
0,DET,the
0,NOUN,gradient
0,VERB,shown
0,ADP,in
0,NOUN,Fig.
0,NUM,2
0,CONJ,or
0,ADP,by
0,VERB,allowing
0,DET,the
0,.,``
0,NOUN,cone-sphere
0,.,''
0,NOUN,gradient
0,PRT,to
0,VERB,become
0,VERB,established
0,ADV,more
0,ADV,slowly
0,.,","
0,NOUN,Region
0,NUM,2
0,NOUN,activity
0,VERB,could
0,ADV,sometimes
0,VERB,be
0,VERB,separated
0,ADP,into
0,NUM,two
